business_id,lat,lng,cluster,draw,is_bound,next_business
26040.0,39.88689984,116.3955969,22.0,1.0,1.0,24438.0
24438.0,39.88621984,116.3949538,22.0,1.0,1.0,21757.0
21757.0,39.88925358,116.3871485,22.0,1.0,1.0,19002.0
19002.0,39.89346975,116.3799196,22.0,1.0,1.0,8893.0
8893.0,39.8975404,116.3810415,22.0,1.0,1.0,3332.0
3332.0,39.89832641,116.3840843,22.0,1.0,1.0,4734.0
4734.0,39.89945592,116.3925564,22.0,1.0,1.0,22527.0
22527.0,39.89877445,116.39469,22.0,1.0,1.0,3127.0
295.0,39.90797862,116.453243,24.0,1.0,1.0,2545.0
2545.0,39.90422921,116.4513632,24.0,1.0,1.0,4974.0
4974.0,39.90374978,116.4510436,24.0,1.0,1.0,18323.0
18323.0,39.90243959,116.4478516,24.0,1.0,1.0,4661.0
4661.0,39.90246597,116.440479,24.0,1.0,1.0,1846.0
1846.0,39.90384957,116.4370036,24.0,1.0,1.0,34677.0
34677.0,39.90526157,116.4357163,24.0,1.0,1.0,3330.0
3330.0,39.90737897,116.4354994,24.0,1.0,1.0,6965.0
6965.0,39.91143528,116.4381663,24.0,1.0,1.0,19848.0
19848.0,39.92047134,116.4485266,24.0,1.0,1.0,24586.0
24586.0,39.91791537,116.4517232,24.0,1.0,1.0,10838.0
10838.0,39.91488105,116.4542714,24.0,1.0,1.0,295.0
608.0,39.87725729,116.2705197,25.0,1.0,1.0,12246.0
12246.0,39.87907428,116.2572787,25.0,1.0,1.0,20096.0
20096.0,39.88620936,116.2565005,25.0,1.0,1.0,7146.0
7146.0,39.88663188,116.2574558,25.0,1.0,1.0,28281.0
28281.0,39.88758422,116.2645902,25.0,1.0,1.0,608.0
90.0,39.93835556,116.4284982,26.0,1.0,1.0,3706.0
3706.0,39.93809869,116.4283733,26.0,1.0,1.0,1744.0
1744.0,39.93792998,116.4282394,26.0,1.0,1.0,9067.0
9067.0,39.93238291,116.4235487,26.0,1.0,1.0,11850.0
11850.0,39.93352697,116.4177833,26.0,1.0,1.0,5129.0
5129.0,39.93909189,116.4128066,26.0,1.0,1.0,5900.0
5900.0,39.94172336,116.4133713,26.0,1.0,1.0,12504.0
12504.0,39.94312932,116.4157348,26.0,1.0,1.0,115.0
115.0,39.94394146,116.4176377,26.0,1.0,1.0,229.0
229.0,39.94367161,116.4181909,26.0,1.0,1.0,90.0
31.0,39.92643014,116.3591101,27.0,1.0,1.0,8107.0
8107.0,39.92941497,116.3574153,27.0,1.0,1.0,31890.0
31890.0,39.93422849,116.3611271,27.0,1.0,1.0,9716.0
9716.0,39.93320302,116.3639917,27.0,1.0,1.0,33312.0
33312.0,39.92975273,116.3656309,27.0,1.0,1.0,17713.0
17713.0,39.92733545,116.3624805,27.0,1.0,1.0,31.0
